2017-05-08 13:34:36,b'@incredibleindia @my_rajasthan #IncredibleIndia Watch her video BrandAmb #RajasthanTourism @VasundharaBJP @Ra_THORe https://t.co/VnFZZKrIgB'
2017-05-08 10:21:48,b'RT @cdgchokhidhani: #Relive the #History of Haldi Ghati War at #ChokhiDhani #Village.\nhttps://t.co/3b7Q0EoVTo\n#Jaipurtour #Rajasthantourism\xe2\x80\xa6'
2017-05-08 09:01:16,b'#Relive the #History of Haldi Ghati War at #ChokhiDhani #Village.\nhttps://t.co/3b7Q0EoVTo\n#Jaipurtour\xe2\x80\xa6 https://t.co/C5yCiHuJ4i'
2017-05-07 11:56:25,b'Village Life \n#rajasthan #rajasthandairies #rajasthantourism #khuri #khuridesert #colours #coloursofindia #ig_indi\xe2\x80\xa6\xe2\x80\xa6 https://t.co/H1898JzBTB'
2017-05-07 11:56:18,b'Village Life \n#rajasthan #rajasthandairies #rajasthantourism #khuri #khuridesert #colours\xe2\x80\xa6 https://t.co/OaFHxR8eaT'
2017-05-07 07:34:10,b'#rsrtc #rajasthantourism paid double charges for cold drink 50 rs for 25 rs bottle in midway Jaipur delhi volvo #loot #rajasthan'
2017-05-06 12:44:46,b'RT @cdgchokhidhani: #Colors of life \n#Rajasthantourism #Jaipurtour #Tourism #Janekyadikhjaye #Luxurytravel #luxuryhotel #Travelguild\nhttps:\xe2\x80\xa6'
2017-05-06 12:43:12,b'RT @cdgchokhidhani: #Colors of life \n#Rajasthantourism #Jaipurtour #Tourism #Janekyadikhjaye #Luxurytravel #luxuryhotel #Travelguild\nhttps:\xe2\x80\xa6'
2017-05-06 12:36:23,b'RT @cdgchokhidhani: #Colors of life \n#Rajasthantourism #Jaipurtour #Tourism #Janekyadikhjaye #Luxurytravel #luxuryhotel #Travelguild\nhttps:\xe2\x80\xa6'
2017-05-06 12:36:01,b'#Colors of life \n#Rajasthantourism #Jaipurtour #Tourism #Janekyadikhjaye #Luxurytravel #luxuryhotel #Travelguild\nhttps://t.co/VpWAIkyOM5'
2017-05-06 08:52:50,"b'Fulfill your shopping binge of the real essence of #Rajasthan at #Kalagram, #ChokhiDhani #Village, #Jaipur,\xe2\x80\xa6 https://t.co/lNtPsNFfYw'"
2017-05-06 07:37:55,b'#GunjeetKaur Of #RajasthanTourism Chalks The Summer Vacation Route To Villages https://t.co/YOPvoOKnqM\n\n#IndianWomen'
2017-05-04 13:12:00,b'Explore the world in itself at #Chokhidhani #Resort #jaipurtour #Rajasthantourism  https://t.co/CzVrgJqmcu\n#Travelguild #Janekyadikhjaye'
2017-05-03 15:22:02,b'Decode the #shopping #secret of the #pinkcity \nhttps://t.co/EIpAgU2pn0\n#Rajasthantourism #Jaipurtour #Travelguild #Chokhidhani #resort'
2017-05-03 09:52:40,b'#Rajasthan #RajasthanTourism #UNWTO Check out my @Behance project: #PromoteVillages #PromoteEducation #SaveGirlChild https://t.co/cb8W4ZPEIF'
2017-05-03 05:16:45,b'Working till the day ends.\n\n#work #salt #lake #saltlake #sambhar #rajasthan #rajasthantourism #india #photography... https://t.co/9NxXQTN02B'
2017-05-02 09:21:52,"b'RT @WELCOMHERITAGE: WelcomHeritage Bal Samand Lake Palace, Jodhpur\n#rajasthantourism #jodhpur #heritage #lake #palace #royal #bluecit https\xe2\x80\xa6'"
2017-05-01 10:10:06,b'Beat the heat at #ChokhiDhani #Resort #Jaipur \nhttps://t.co/rDwGg9HWWl\n#Rajasthantourism #travelguild\xe2\x80\xa6 https://t.co/LenkPq0xoZ'
2017-04-29 14:17:16,"b'RT @Mohetachauhan: Please like, share and subscribe.\n\n#Mandwa #tourist #rajasthantourism #jaipur #jaisalmer #kota #bikaner... https://t.co/\xe2\x80\xa6'"
2017-05-08 13:34:36,b'@incredibleindia @my_rajasthan #IncredibleIndia Watch her video BrandAmb #RajasthanTourism @VasundharaBJP @Ra_THORe https://t.co/VnFZZKrIgB'
2017-05-08 10:21:48,b'RT @cdgchokhidhani: #Relive the #History of Haldi Ghati War at #ChokhiDhani #Village.\nhttps://t.co/3b7Q0EoVTo\n#Jaipurtour #Rajasthantourism\xe2\x80\xa6'
2017-05-08 09:01:16,b'#Relive the #History of Haldi Ghati War at #ChokhiDhani #Village.\nhttps://t.co/3b7Q0EoVTo\n#Jaipurtour\xe2\x80\xa6 https://t.co/C5yCiHuJ4i'
2017-05-07 11:56:25,b'Village Life \n#rajasthan #rajasthandairies #rajasthantourism #khuri #khuridesert #colours #coloursofindia #ig_indi\xe2\x80\xa6\xe2\x80\xa6 https://t.co/H1898JzBTB'
